graph,graph_family,method,rho,n,m_og,m_sparse,edges_ratio,connected_original,connected_sparsified,diameter_original,diameter_sparsified,unreachable_pairs_ratio,stretch_avg,stretch_var,stretch_max,laplacian_qf_original,laplacian_qf_sparsified,degree_distribution_original_in_0,degree_distribution_original_in_1,degree_distribution_original_in_2,degree_distribution_original_in_3,degree_distribution_original_out_0,degree_distribution_original_out_1,degree_distribution_original_out_2,degree_distribution_original_out_3,degree_distribution_original_out_4,degree_distribution_sparsified_1,degree_distribution_sparsified_2,degree_distribution_sparsified_3,degree_distribution_sparsified_4,degree_distribution_sparsified_5,degree_distribution_sparsified_in_0,degree_distribution_sparsified_in_1,degree_distribution_sparsified_in_2,degree_distribution_sparsified_in_3,degree_distribution_sparsified_in_4,degree_distribution_sparsified_in_5,degree_distribution_sparsified_out_0,degree_distribution_sparsified_out_1,degree_distribution_sparsified_out_2,degree_distribution_sparsified_out_3,degree_distribution_sparsified_out_4,degree_distribution_sparsified_out_5,sparsify_time,metric_time
unweighted2.edgelist,unweighted,k_neighbor,0.2,10,20,8,0.4,True,False,inf,inf,0.5333333333333333,inf,inf,inf,54.0,24.0,,0.2,0.6,0.2,0.3,,0.2,0.4,0.1,0.5,0.4,0.1,,,,,,,,,,,,,,,0.00014037400001143396,0.00038197100002435036
unweighted2.edgelist,unweighted,local_degree,0.2,10,20,7,0.35,True,False,inf,inf,1.0,inf,inf,inf,54.0,8.0,,0.2,0.6,0.2,0.3,,0.2,0.4,0.1,,,,,,0.6,0.2,0.1,0.1,,,0.3,0.7,,,,,6.965699992633745e-05,0.0003654019999430602
unweighted2.edgelist,unweighted,mst,0.2,10,20,9,0.45,True,True,inf,4.0,0.0,inf,inf,inf,54.0,30.0,,0.2,0.6,0.2,0.3,,0.2,0.4,0.1,0.6,0.2,0.1,,0.1,,,,,,,,,,,,,0.00011946300003273791,0.000772833999917566
unweighted2.edgelist,unweighted,t_spanner,0.2,10,20,28,1.4,True,True,inf,inf,1.0,inf,inf,inf,54.0,35.0,,0.2,0.6,0.2,0.3,,0.2,0.4,0.1,,,,,,,0.2,0.2,0.3,0.2,0.1,,0.2,0.2,0.3,0.2,0.1,0.0003623049999532668,0.000750874000004842
unweighted3.edgelist,unweighted,original,0.2,10,10,,1.0,True,True,inf,inf,1.0,inf,inf,inf,8.0,8.0,0.1,0.8,0.1,,0.1,0.8,0.1,,,,,,,,0.1,0.8,0.1,,,,0.1,0.8,0.1,,,,,0.00041773999998895306
unweighted3.edgelist,unweighted,kols,0.2,10,10,9,0.9,True,False,inf,inf,1.0,inf,inf,inf,8.0,1.0,0.1,0.8,0.1,,0.1,0.8,0.1,,,,,,,,0.2,0.7,0.1,,,,0.2,0.7,0.1,,,,8.072699995409494e-05,0.00045675200010464323
unweighted3.edgelist,unweighted,random,0.2,10,10,9,0.9,True,False,inf,inf,1.0,inf,inf,inf,8.0,7.0,0.1,0.8,0.1,,0.1,0.8,0.1,,,,,,,,0.2,0.7,0.1,,,,0.2,0.7,0.1,,,,3.9419000017915096e-05,0.00040546399998220295
unweighted3.edgelist,unweighted,k_neighbor,0.2,10,10,7,0.7,True,False,inf,inf,0.7111111111111111,inf,inf,inf,8.0,6.0,0.1,0.8,0.1,,0.1,0.8,0.1,,,0.6,0.4,,,,,,,,,,,,,,,,0.00011790999997174367,0.0002946459999293438
unweighted3.edgelist,unweighted,local_degree,0.2,10,10,9,0.9,True,True,inf,inf,1.0,inf,inf,inf,8.0,7.0,0.1,0.8,0.1,,0.1,0.8,0.1,,,,,,,,0.2,0.7,0.1,,,,0.1,0.9,,,,,6.968700006382278e-05,0.00034097000002475397
unweighted3.edgelist,unweighted,mst,0.2,10,10,9,0.9,True,True,inf,8.0,0.0,inf,inf,inf,8.0,7.0,0.1,0.8,0.1,,0.1,0.8,0.1,,,0.3,0.6,0.1,,,,,,,,,,,,,,,9.087500006899063e-05,0.0003842060000351921
unweighted3.edgelist,unweighted,t_spanner,0.2,10,10,20,2.0,True,True,inf,inf,1.0,inf,inf,inf,8.0,8.0,0.1,0.8,0.1,,0.1,0.8,0.1,,,,,,,,,0.2,0.6,0.2,,,,0.2,0.6,0.2,,,0.00019142600001487153,0.000445010999897022
unweighted4.edgelist,unweighted,original,0.2,8,7,,1.0,True,True,inf,inf,1.0,inf,inf,inf,2.0,2.0,0.125,0.875,,,0.125,0.875,,,,,,,,,0.125,0.875,,,,,0.125,0.875,,,,,,0.0002900570000292646
unweighted4.edgelist,unweighted,kols,0.2,8,7,7,1.0,True,True,inf,inf,1.0,inf,inf,inf,2.0,1.0,0.125,0.875,,,0.125,0.875,,,,,,,,,0.125,0.875,,,,,0.125,0.875,,,,,6.917300004261051e-05,0.000282114000015099
unweighted4.edgelist,unweighted,random,0.2,8,7,7,1.0,True,True,inf,inf,1.0,inf,inf,inf,2.0,2.0,0.125,0.875,,,0.125,0.875,,,,,,,,,0.125,0.875,,,,,0.125,0.875,,,,,3.0358000003616326e-05,0.00030438900000717695
unweighted4.edgelist,unweighted,k_neighbor,0.2,8,7,6,0.8571428571428571,True,False,inf,inf,0.5357142857142857,inf,inf,inf,2.0,2.0,0.125,0.875,,,0.125,0.875,,,,0.5,0.5,,,,,,,,,,,,,,,,9.698799999569019e-05,0.00022828299995580892
unweighted4.edgelist,unweighted,local_degree,0.2,8,7,7,1.0,True,True,inf,inf,1.0,inf,inf,inf,2.0,2.0,0.125,0.875,,,0.125,0.875,,,,,,,,,0.125,0.875,,,,,0.125,0.875,,,,,5.772800000158895e-05,0.00025637500004904723
unweighted4.edgelist,unweighted,mst,0.2,8,7,7,1.0,True,True,inf,7.0,0.0,inf,inf,inf,2.0,2.0,0.125,0.875,,,0.125,0.875,,,,0.25,0.75,,,,,,,,,,,,,,,,7.278400005361618e-05,0.00029458699998485827
unweighted4.edgelist,unweighted,t_spanner,0.2,8,7,14,2.0,True,True,inf,inf,1.0,inf,inf,inf,2.0,2.0,0.125,0.875,,,0.125,0.875,,,,,,,,,,0.25,0.75,,,,,0.25,0.75,,,,0.00019196899995677086,0.00033205700003691163
unweighted5.edgelist,unweighted,original,0.2,9,10,,1.0,True,True,inf,inf,1.0,inf,inf,inf,21.0,21.0,0.1111111111111111,0.6666666666666666,0.2222222222222222,,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.1111111111111111,,,,,,,0.1111111111111111,0.6666666666666666,0.2222222222222222,,,,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.1111111111111111,,,,0.0009254439999040187
unweighted5.edgelist,unweighted,kols,0.2,9,10,8,0.8,True,False,inf,inf,1.0,inf,inf,inf,21.0,14.0,0.1111111111111111,0.6666666666666666,0.2222222222222222,,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.1111111111111111,,,,,,,0.2222222222222222,0.6666666666666666,0.1111111111111111,,,,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.1111111111111111,,,0.00011173799998687173,0.0005076159999362062
unweighted5.edgelist,unweighted,random,0.2,9,10,9,0.9,True,True,inf,inf,1.0,inf,inf,inf,21.0,20.0,0.1111111111111111,0.6666666666666666,0.2222222222222222,,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.1111111111111111,,,,,,,0.2222222222222222,0.5555555555555556,0.2222222222222222,,,,0.2222222222222222,0.6666666666666666,,0.1111111111111111,,,4.9439000008533185e-05,0.00034908100008124165
unweighted5.edgelist,unweighted,k_neighbor,0.2,9,10,8,0.8,True,True,inf,5.0,0.0,inf,inf,inf,21.0,21.0,0.1111111111111111,0.6666666666666666,0.2222222222222222,,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.1111111111111111,,0.5555555555555556,0.1111111111111111,0.3333333333333333,,,,,,,,,,,,,,,0.00012088699998002994,0.0003053880000152276
unweighted5.edgelist,unweighted,local_degree,0.2,9,10,7,0.7,True,False,inf,inf,1.0,inf,inf,inf,21.0,11.0,0.1111111111111111,0.6666666666666666,0.2222222222222222,,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.1111111111111111,,,,,,,0.3333333333333333,0.5555555555555556,0.1111111111111111,,,,0.2222222222222222,0.7777777777777778,,,,,0.00012207400004626834,0.00028368599998884747
unweighted5.edgelist,unweighted,mst,0.2,9,10,8,0.8,True,True,inf,6.0,0.0,inf,inf,inf,21.0,20.0,0.1111111111111111,0.6666666666666666,0.2222222222222222,,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.1111111111111111,,0.4444444444444444,0.3333333333333333,0.2222222222222222,,,,,,,,,,,,,,,9.092599998439255e-05,0.000288523999984136
unweighted5.edgelist,unweighted,t_spanner,0.2,9,10,18,1.8,True,True,inf,inf,1.0,inf,inf,inf,21.0,21.0,0.1111111111111111,0.6666666666666666,0.2222222222222222,,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.1111111111111111,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.000200802999984262,0.0004221410000582182
